"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
6,292842625E0;-2,729449749E0;-1,193642095E-1;2,283482701E-1;2,741584702E0
6,302909625E0;-2,750808716E0;-1,083670557E-1;2,196660042E-1;2,761692445E0
6,312976625E0;-2,788755655E0;-1,474404186E-1;1,746338159E-1;2,798105386E0
6,323043625E0;-2,834411621E0;-1,032516956E-1;1,246473938E-1;2,839029257E0
6,333110625E0;-2,943097353E0;-1,365614384E-1;7,768893242E-2;2,947288012E0
6,343176625E0;-3,093870401E0;-1,976978332E-1;5,381418392E-2;3,100647426E0
6,353243625E0;-3,288440466E0;-8,025588840E-2;1,108601540E-1;3,291287237E0
6,363310625E0;-3,480915308E0;1,702042222E-1;2,497376055E-1;3,494010551E0
6,373377625E0;-3,615845680E0;4,302134216E-1;4,110205173E-1;3,664472873E0
6,383444625E0;-3,670150280E0;6,360485554E-1;5,259320140E-1;3,761803467E0
6,393511625E0;-3,636174440E0;6,646237373E-1;5,539375544E-1;3,737691278E0
6,403578625E0;-3,529146671E0;6,366459727E-1;5,100864768E-1;3,622206860E0
6,413644625E0;-3,398557186E0;6,185806990E-1;4,426898658E-1;3,482643729E0
6,423711625E0;-3,272941113E0;6,437922716E-1;3,652924299E-1;3,355599883E0
6,433778625E0;-3,167892933E0;7,299455404E-1;2,734655738E-1;3,262384028E0
6,443845625E0;-3,097650290E0;9,202391505E-1;2,015485168E-1;3,237730566E0
6,453912625E0;-3,074191332E0;1,210350513E0;1,844233274E-1;3,309019896E0
6,463979625E0;-3,109618902E0;1,425034404E0;1,534880251E-1;3,424034366E0
6,474045625E0;-3,164623499E0;1,439693451E0;1,421416402E-1;3,479621153E0
6,484112625E0;-3,207383633E0;1,260796785E0;2,133388221E-1;3,452887452E0
6,494179625E0;-3,206437588E0;1,070681930E0;3,475346863E-1;3,398291064E0
6,504246625E0;-3,184003830E0;9,814991951E-1;4,945739806E-1;3,368356347E0
6,514313625E0;-3,151815176E0;9,876295328E-1;5,740155578E-1;3,352438643E0
6,524380625E0;-3,119177580E0;1,015150905E0;5,527250171E-1;3,326455332E0
6,534446625E0;-3,095361710E0;9,703189135E-1;4,413183331E-1;3,273766146E0
6,544513625E0;-3,068528175E0;7,802494764E-1;1,943207085E-1;3,172130979E0
6,554580625E0;-3,025477409E0;4,164773226E-1;-1,553041339E-1;3,057954592E0
6,564647625E0;-2,950283289E0;1,050369665E-1;-4,764823914E-1;2,990357791E0
6,574714625E0;-2,853672504E0;-7,195325941E-2;-6,387120485E-1;2,925162750E0
6,584781625E0;-2,747655869E0;-1,659929901E-1;-5,864304900E-1;2,814439050E0
6,594848625E0;-2,671184778E0;-1,262141615E-1;-3,928296268E-1;2,702863898E0
6,604914625E0;-2,642689466E0;7,330063730E-2;-1,880883127E-1;2,650388238E0
6,614981625E0;-2,603202820E0;5,470218882E-2;-8,492091298E-2;2,605161955E0
6,625048625E0;-2,541209221E0;4,370879382E-2;-9,008099884E-2;2,543180951E0
6,635115625E0;-2,437093973E0;-5,884820968E-2;-2,245938033E-1;2,448128371E0
6,645182625E0;-2,301525593E0;-1,735729873E-1;-3,968727589E-1;2,341934163E0
6,655249625E0;-2,167325258E0;-2,725467086E-1;-5,021709800E-1;2,241373725E0
6,665315625E0;-2,079515696E0;-3,496760130E-1;-5,055577755E-1;2,168466626E0
6,675382625E0;-2,090851784E0;-3,564217985E-1;-4,001123011E-1;2,158422464E0
6,685449625E0;-2,206732273E0;-2,605426908E-1;-2,336921245E-1;2,234314622E0
6,695516625E0;-2,380597830E0;-1,541837603E-1;-1,759205014E-2;2,385650465E0
6,705583625E0;-2,566834688E0;-9,958544374E-2;1,722419709E-1;2,574533914E0
6,715650625E0;-2,707929850E0;-8,628269285E-2;2,142778486E-1;2,717764480E0
6,725717625E0;-2,762941360E0;-1,042158827E-1;1,150699183E-1;2,767299586E0
6,735783625E0;-2,712708473E0;-1,746085584E-1;-1,472802274E-2;2,718362066E0
6,745850625E0;-2,619956255E0;-2,605548203E-1;-9,204463661E-2;2,634488908E0
6,755917625E0;-2,537794590E0;-3,362037838E-1;-1,031878367E-1;2,562046466E0
6,765984625E0;-2,502697945E0;-4,854243398E-1;-1,023011282E-1;2,551391642E0
6,776051625E0;-2,522639751E0;-5,972145200E-1;-1,134054437E-1;2,594848222E0
6,786118917E0;-2,558731079E0;-5,757261515E-1;-1,609407216E-1;2,627635297E0
6,796184917E0;-2,556241751E0;-4,950657189E-1;-2,134137750E-1;2,612471511E0
6,806251917E0;-2,491628885E0;-4,594590664E-1;-1,852222085E-1;2,540398473E0
6,816318917E0;-2,414631844E0;-4,647518396E-1;-5,853509903E-2;2,459647855E0
6,826385917E0;-2,376824379E0;-4,902945459E-1;1,064093262E-1;2,429198595E0
6,836452917E0;-2,438132524E0;-4,443613887E-1;2,158066630E-1;2,487673565E0
6,846519917E0;-2,622923613E0;-2,361349463E-1;1,987906545E-1;2,641023611E0
6,856586917E0;-2,864225864E0;5,306730792E-2;1,187179089E-1;2,867176291E0
6,866652917E0;-3,059991121E0;3,360336423E-1;4,349613562E-2;3,078693909E0
6,876719917E0;-3,144193888E0;3,278060853E-1;-5,533057451E-2;3,161720023E0
6,886786917E0;-3,103371620E0;1,082549915E-1;-1,189807728E-1;3,107537768E0
6,896853917E0;-2,991974354E0;-1,494399309E-1;-7,773879170E-2;2,996712557E0
6,906920917E0;-2,869096756E0;-3,544978201E-1;-2,990746126E-2;2,891068895E0
6,916987917E0;-2,799964190E0;-4,405855834E-1;-8,343753219E-2;2,835644008E0
6,927053917E0;-2,807910442E0;-4,128044248E-1;-2,083108574E-1;2,845726965E0
6,937120917E0;-2,839159489E0;-2,918423116E-1;-3,154921532E-1;2,871503759E0
6,947187917E0;-2,849768162E0;-3,855568171E-2;-3,361506462E-1;2,869784378E0
6,957254917E0;-2,774347067E0;1,374811381E-1;-3,333846629E-1;2,797686195E0
6,967321917E0;-2,615986109E0;2,123272717E-1;-2,723911405E-1;2,638685871E0
6,977388917E0;-2,452222109E0;1,132086739E-1;-2,025758326E-1;2,463178118E0
6,987454917E0;-2,382006645E0;-2,279118299E-1;-1,205961257E-1;2,395922137E0
6,997521917E0;-2,451878548E0;-4,985433221E-1;-9,107148275E-3;2,502066505E0
7,007588917E0;-2,620128155E0;-5,210413337E-1;5,818821117E-2;2,672066894E0
7,017655917E0;-2,785687685E0;-3,192927241E-1;2,300785109E-2;2,804020878E0
7,027722917E0;-2,838133335E0;-1,221765112E-2;-8,231286705E-2;2,839353009E0
7,037789917E0;-2,726500511E0;1,192580834E-1;-1,859979928E-1;2,735438316E0
7,047856917E0;-2,499736786E0;-1,647658460E-2;-2,278139889E-1;2,510150332E0
7,057922917E0;-2,268858671E0;-2,095123529E-1;-2,029243559E-1;2,287529976E0
7,067989917E0;-2,134003878E0;-3,958689272E-1;-1,720099449E-1;2,177216613E0
7,078056917E0;-2,103680611E0;-5,880469084E-1;-1,494106203E-1;2,189427964E0
7,088123917E0;-2,165813684E0;-6,635282040E-1;-1,589263678E-1;2,270743531E0
7,098190917E0;-2,262917280E0;-5,728302598E-1;-1,525659412E-1;2,339274565E0
7,108257917E0;-2,298948526E0;-2,705520988E-1;-1,219645217E-1;2,318024614E0
7,118323917E0;-2,190992117E0;1,092405058E-2;-8,764409274E-2;2,192771597E0
7,128390917E0;-1,974421859E0;1,116958782E-1;-8,260837197E-2;1,979303359E0
7,138457917E0;-1,738872647E0;4,990254715E-2;-8,676397055E-2;1,741750939E0
7,148524917E0;-1,592211127E0;-7,209922373E-2;-1,449588835E-1;1,600421085E0
7,158591917E0;-1,588028669E0;-1,123097613E-1;-2,404148281E-1;1,610045908E0
7,168658917E0;-1,712605238E0;-2,205236815E-3;-2,965219319E-1;1,738087115E0
7,178725917E0;-1,920838594E0;1,305770427E-1;-2,692338526E-1;1,944005694E0
7,188791917E0;-2,148135900E0;2,311506271E-1;-1,611849368E-1;2,166540801E0
7,198858917E0;-2,307973146E0;3,001499176E-1;-3,982868046E-2;2,327749201E0
7,208925917E0;-2,336827993E0;3,239532113E-1;2,899404801E-2;2,359354024E0
7,218992917E0;-2,221023798E0;2,629316449E-1;3,659763932E-2;2,236832392E0
7,229059917E0;-1,998740077E0;1,625305116E-1;-1,129803341E-2;2,005369220E0
7,239126917E0;-1,749387860E0;1,391375661E-1;-8,833316714E-2;1,757134001E0
7,249192917E0;-1,572766542E0;1,580040157E-1;-1,325494647E-1;1,586231139E0
7,259259917E0;-1,502444625E0;2,069790065E-1;-1,185260564E-1;1,521258882E0
7,269326917E0;-1,535756111E0;3,074662089E-1;-7,070675492E-2;1,567827078E0
7,279393917E0;-1,639178395E0;3,552936614E-1;-4,197767004E-3;1,677246857E0
7,289460917E0;-1,785730004E0;3,290587068E-1;4,165358469E-2;1,816272640E0
7,299527917E0;-1,925311923E0;2,320163101E-1;4,258116335E-2;1,939708928E0
7,309594917E0;-1,996077538E0;5,383736640E-2;3,828519490E-3;1,996807115E0
7,319660917E0;-2,019351482E0;-2,304159254E-1;-5,062859505E-2;2,033085134E0
7,329727917E0;-2,036829472E0;-4,953763485E-1;-6,330823153E-2;2,097159974E0
7,339794917E0;-2,088888884E0;-6,301462054E-1;-2,696300857E-2;2,182033000E0
7,349861917E0;-2,115003824E0;-6,467501521E-1;4,054594412E-2;2,212051290E0
7,359928917E0;-2,074213982E0;-5,933798552E-1;1,100674942E-1;2,160226411E0
7,369995917E0;-1,962225080E0;-5,903834105E-1;1,713296175E-1;2,056266926E0
7,380061917E0;-1,810842752E0;-6,101557612E-1;1,756204963E-1;1,918927848E0
7,390128917E0;-1,636227965E0;-6,071495414E-1;8,851618320E-2;1,747486090E0
7,400195917E0;-1,491393209E0;-5,677602887E-1;-7,720594108E-2;1,597675250E0
7,410262917E0;-1,438830853E0;-5,479784012E-1;-2,421580255E-1;1,558574688E0
7,420329917E0;-1,482276082E0;-5,786374807E-1;-3,148442209E-1;1,622063686E0
7,430396917E0;-1,573915362E0;-6,140615940E-1;-2,510668933E-1;1,708015162E0
7,440463917E0;-1,646872640E0;-6,372079253E-1;-8,666171879E-2;1,767974458E0
7,450529917E0;-1,649590731E0;-7,238269448E-1;1,279761344E-1;1,805949312E0
7,460596917E0;-1,587072253E0;-8,401181102E-1;3,072782457E-1;1,821816867E0
7,470663917E0;-1,466620088E0;-8,144003749E-1;3,786190748E-1;1,719760116E0
7,480730917E0;-1,303735852E0;-6,828652620E-1;2,860507965E-1;1,499285562E0
7,490797917E0;-1,100619435E0;-3,848686516E-1;9,600951523E-2;1,169916598E0
7,500864917E0;-8,732848167E-1;2,791651338E-2;-4,330842942E-2;8,748035911E-1
7,510930917E0;-6,416958570E-1;3,008525372E-1;-3,863592073E-2;7,097735952E-1
7,520997917E0;-4,670337737E-1;4,735736847E-1;6,923861057E-2;6,687200952E-1
7,531064917E0;-3,302243650E-1;5,300061703E-1;2,340285331E-1;6,668763199E-1
7,541131917E0;-1,763812751E-1;6,655176878E-1;4,315181673E-1;8,125466606E-1
7,551198917E0;-1,255014632E-2;9,234049320E-1;5,628957748E-1;1,081520147E0
7,561265917E0;8,597136289E-2;1,015618801E0;5,932576656E-1;1,179333406E0
7,571332917E0;9,866514057E-2;8,800398707E-1;5,742626786E-1;1,055453745E0
7,581398917E0;3,725424409E-2;6,886744499E-1;5,550552011E-1;8,852946701E-1
7,591465917E0;-6,848629564E-2;5,205078125E-1;5,523198247E-1;7,620209605E-1
7,601532917E0;-1,982925087E-1;4,011105597E-1;5,489413738E-1;7,081992883E-1
7,611599917E0;-3,324895501E-1;3,431479931E-1;5,504366159E-1;7,288897820E-1
7,621666917E0;-4,694620371E-1;3,136952817E-1;5,672214627E-1;8,003371301E-1
7,631733917E0;-5,871511698E-1;4,152374566E-1;5,658178329E-1;9,150510705E-1
7,641799917E0;-6,756743789E-1;5,773275495E-1;5,094693303E-1;1,024403223E0
7,651866917E0;-7,542768121E-1;5,747478008E-1;4,143382907E-1;1,034864611E0
7,661933917E0;-8,308437467E-1;3,248631060E-1;2,800752819E-1;9,350291613E-1
7,672000917E0;-9,127051234E-1;1,810249407E-3;1,279983521E-1;9,216384852E-1
7,682067917E0;-9,923743606E-1;-2,040749937E-1;6,727046333E-3;1,013162735E0
7,692134917E0;-1,192730904E0;-3,599002957E-1;-1,057590246E-1;1,250328038E0
7,702201917E0;-1,428820610E0;-3,228812814E-1;-1,594440788E-1;1,473500279E0
7,712267917E0;-1,638920188E0;-2,694616914E-1;-1,363387108E-1;1,666510495E0
7,722334917E0;-1,774625301E0;-2,527365088E-1;-6,759744883E-2;1,793806043E0
7,732401917E0;-1,807263613E0;-2,151108086E-1;-1,540484186E-2;1,820085639E0
7,742468917E0;-1,787245750E0;-1,521891057E-1;-5,027414113E-2;1,794418119E0
7,752535917E0;-1,754658461E0;-1,346103996E-1;-1,330347806E-1;1,764835552E0
7,762602917E0;-1,707517505E0;-2,750082314E-1;-2,091588378E-1;1,742123123E0
7,772668917E0;-1,624332190E0;-2,997371852E-1;-2,036289722E-1;1,664260256E0
7,782735917E0;-1,482731462E0;-9,421917796E-2;-1,305528879E-1;1,491446914E0
7,792802875E0;-1,256842971E0;3,532235324E-2;-3,489381447E-2;1,257823318E0
7,802869875E0;-9,913662672E-1;-4,575385526E-2;6,125402451E-2;9,943100857E-1
7,812936875E0;-7,517588139E-1;-1,823007464E-1;1,056127623E-1;7,807233389E-1
7,823003875E0;-5,892457962E-1;-1,645537019E-1;8,625930548E-2;6,178423722E-1
7,833070875E0;-4,863221049E-1;-1,444112975E-2;3,894659877E-2;4,880927919E-1
7,843136875E0;-3,954385519E-1;1,509744674E-1;-1,672012545E-2;4,236089007E-1
7,853203875E0;-3,149275184E-1;2,496222556E-1;-5,122958869E-2;4,051111984E-1
7,863270875E0;-2,481170446E-1;2,051429600E-1;-7,413224131E-2;3,303653902E-1
7,873337875E0;-2,005424798E-1;8,640152216E-2;-9,958028793E-2;2,399973812E-1
7,883404875E0;-1,805631816E-1;6,809388846E-2;-1,346061826E-1;2,352842209E-1
7,893471875E0;-1,474021673E-1;3,679572418E-2;-1,528614908E-1;2,155178870E-1
7,903537875E0;-1,108539924E-1;6,765244156E-2;-1,290160865E-1;1,830590371E-1
7,913604875E0;-5,496900529E-2;2,133802176E-1;-5,065583438E-2;2,260944987E-1
7,923671875E0;4,556585848E-2;3,262380362E-1;8,774411678E-2;3,408907944E-1
7,933738875E0;1,635954082E-1;3,380528092E-1;2,100906968E-1;4,303269226E-1
7,943805875E0;2,133097053E-1;2,665895224E-1;2,492924333E-1;4,227501875E-1
7,953872875E0;1,575971246E-1;2,092436850E-1;2,082660198E-1;3,346558059E-1
7,963939875E0;1,975457557E-2;2,248838991E-1;1,312367469E-1;2,611246734E-1
7,974005875E0;-1,341644973E-1;2,141013741E-1;7,919101417E-2;2,647843037E-1
7,984072875E0;-2,520021796E-1;3,151752353E-1;2,977579646E-2;4,046320866E-1
7,994139875E0;-3,058566749E-1;4,674512148E-1;2,714083716E-2;5,592812967E-1
8,004206875E0;-2,804668844E-1;4,980114996E-1;1,834476292E-1;6,002750700E-1
8,014273875E0;-1,939418167E-1;3,699313700E-1;4,682698548E-1;6,274864968E-1
8,024340875E0;-7,351978868E-2;1,935185492E-1;7,465374470E-1;7,747081695E-1
8,034407875E0;5,814563856E-2;2,557825856E-2;9,414179921E-1;9,435586884E-1
8,044473875E0;1,295825392E-1;-8,634028584E-2;1,037372231E0;1,048993530E0
8,054540875E0;1,322950721E-1;-9,111469239E-2;1,089887261E0;1,101661525E0
8,064607875E0;7,954025269E-2;-5,606110021E-2;1,129483461E0;1,133667671E0
8,074674875E0;2,707294188E-2;-2,305718884E-2;1,167764544E0;1,168305872E0
8,084741875E0;3,091975581E-3;-9,031425416E-2;1,180577874E0;1,184031394E0
8,094808875E0;3,510278882E-3;-1,756434888E-1;1,158105850E0;1,171354821E0
8,104874875E0;1,643539779E-2;-2,830759585E-1;1,114639640E0;1,150140708E0
8,114941875E0;1,792448759E-2;-3,560562432E-1;1,061515331E0;1,119782182E0
8,125008875E0;-7,683937438E-3;-3,280387223E-1;1,004710913E0;1,056935412E0
8,135075875E0;-3,665326908E-2;-2,720755637E-1;9,899722934E-1;1,027333303E0
8,145142875E0;-4,392129928E-2;-1,529869884E-1;1,060303092E0;1,072183168E0
8,155209875E0;-1,320790127E-2;3,452088684E-2;1,180311322E0;1,180889901E0
8,165276875E0;7,404204458E-2;1,771366149E-1;1,300348163E0;1,314444730E0
8,175342875E0;2,150665522E-1;2,249611020E-1;1,418038011E0;1,451789557E0
8,185409875E0;3,626168668E-1;2,471433878E-1;1,522719979E0;1,584691447E0
8,195476875E0;4,583140910E-1;2,898953557E-1;1,597611189E0;1,687143335E0
8,205543875E0;4,458997548E-1;3,914337158E-1;1,607822895E0;1,713809035E0
8,215610875E0;3,630049527E-1;5,575688481E-1;1,624436975E0;1,755406249E0
8,225677875E0;2,508690953E-1;8,022920489E-1;1,695373178E0;1,892326094E0
8,235743875E0;1,351964027E-1;1,035154939E0;1,814121604E0;2,093050646E0
8,245810875E0;5,332124606E-2;1,169073105E0;1,959564805E0;2,282426188E0
8,255877875E0;2,849453874E-2;1,230802178E0;2,102723360E0;2,436622964E0
8,265944875E0;6,264878064E-2;1,184628010E0;2,226331234E0;2,522661126E0
8,276011875E0;1,148129925E-1;9,281380773E-1;2,350254774E0;2,529490031E0
8,286078875E0;1,726770848E-1;6,142675281E-1;2,516602516E0;2,596233848E0
8,296145875E0;2,059336603E-1;3,241826892E-1;2,706341267E0;2,733456811E0
8,306211875E0;1,715479940E-1;1,588912010E-1;2,869044065E0;2,878556753E0
8,316278875E0;7,509152591E-2;1,730040312E-1;2,978745699E0;2,984710216E0
8,326345875E0;-3,104103729E-2;1,906775683E-1;3,041784763E0;3,047913389E0
8,336412875E0;-1,403398365E-1;1,547264606E-1;3,063496113E0;3,070609708E0
8,346479875E0;-2,805198431E-1;2,123625875E-1;3,059615612E0;3,079778717E0
8,356546875E0;-4,309552610E-1;3,562639654E-1;3,074374199E0;3,124807700E0
8,366613875E0;-5,706889629E-1;3,953602314E-1;3,142829657E0;3,218598120E0
8,376679875E0;-6,599580050E-1;1,899992675E-1;3,270271778E0;3,341604673E0
8,386746875E0;-7,165496349E-1;-1,342781484E-1;3,410055399E0;3,487112247E0
8,396813875E0;-7,336691618E-1;-4,268166423E-1;3,510501862E0;3,611656989E0
8,406880875E0;-7,012203932E-1;-6,401456594E-1;3,584823847E0;3,708430735E0
8,416947875E0;-6,475412846E-1;-8,183651567E-1;3,631132603E0;3,778115300E0
8,427014875E0;-6,009798646E-1;-1,020023108E0;3,655472755E0;3,842408750E0
8,437080875E0;-5,475540757E-1;-1,016378045E0;3,640009165E0;3,818704822E0
8,447147875E0;-4,719905853E-1;-7,411419749E-1;3,604103565E0;3,709666973E0
8,457214875E0;-3,721240759E-1;-3,765129447E-1;3,549216032E0;3,588477779E0
8,467281875E0;-2,717854679E-1;-6,245645881E-2;3,492830753E0;3,503945608E0
8,477348875E0;-2,019444555E-1;6,329222023E-2;3,452529192E0;3,459009293E0
8,487415875E0;-1,929419041E-1;6,227329746E-2;3,441029072E0;3,446996608E0
8,497482875E0;-2,385952920E-1;-3,640618920E-2;3,418199062E0;3,426709494E0
8,507548875E0;-3,272125125E-1;-1,137180179E-1;3,373275042E0;3,391015235E0
8,517615875E0;-4,326502085E-1;-2,529551089E-2;3,348500013E0;3,376429831E0
8,527682875E0;-5,084658861E-1;1,843338907E-1;3,369138002E0;3,412273058E0
8,537749875E0;-5,116731524E-1;3,906942010E-1;3,415472507E0;3,475615603E0
8,547816875E0;-4,020747244E-1;5,387806296E-1;3,416129589E0;3,481650474E0
8,557883875E0;-1,445533335E-1;5,968858600E-1;3,329665899E0;3,385829794E0
8,567950875E0;1,699015498E-1;5,031721592E-1;3,202936172E0;3,246667350E0
8,578016875E0;4,337563217E-1;2,328927666E-1;3,106972694E0;3,145737260E0
8,588083875E0;5,240047574E-1;-9,491465986E-2;2,984478235E0;3,031616749E0
8,598150875E0;3,707502186E-1;-2,863650620E-1;2,694161177E0;2,734586828E0
8,608217875E0;-6,436471827E-3;-3,252424002E-1;2,103843451E0;2,128845065E0
8,618284875E0;-4,564728737E-1;-1,640354097E-1;1,459152579E0;1,537661000E0
8,628351875E0;-8,261697292E-1;1,794146299E-1;1,083656549E0;1,374429899E0
8,638417875E0;-1,012803435E0;4,424954355E-1;9,679435492E-1;1,469179269E0
8,648484875E0;-9,427253008E-1;5,192338824E-1;1,031646371E0;1,490848434E0
8,658551875E0;-6,616278887E-1;4,552578926E-1;1,157762647E0;1,409051297E0
8,668618875E0;-3,267580271E-1;3,055549562E-1;1,245527387E0;1,323432322E0
8,678685875E0;-1,230152100E-1;1,159838587E-1;1,204205990E0;1,216016884E0
8,688752875E0;-1,009368077E-1;-4,247076064E-2;1,071810484E0;1,077390235E0
8,698819875E0;-2,001083642E-1;-1,195367873E-1;9,264085889E-1;9,552828244E-1
8,708885875E0;-2,909575701E-1;-1,788744032E-1;8,049021363E-1;8,743682341E-1
8,718952875E0;-2,639454305E-1;-2,238303721E-1;7,594910860E-1;8,346220315E-1
8,729019875E0;-1,617354304E-1;-2,545467317E-1;7,923728228E-1;8,478249102E-1
8,739086875E0;-5,321934819E-2;-2,658593357E-1;8,375422955E-1;8,803354940E-1
8,749153875E0;-5,998883769E-2;-1,744428873E-1;8,879703283E-1;9,069290411E-1
8,759220875E0;-1,566223949E-1;-1,023956165E-1;8,946312070E-1;9,139914843E-1
8,769287875E0;-1,570109576E-1;-7,866791636E-2;7,623895407E-1;7,823547109E-1
8,779353875E0;-1,130236760E-1;-1,232679784E-1;5,485783815E-1;5,735046526E-1
8,789421125E0;-8,090541512E-2;-1,979954839E-1;3,710672259E-1;4,282975414E-1
8,799488125E0;-7,913026214E-2;-2,237590402E-1;2,531594634E-1;3,470150146E-1
8,809555125E0;-1,019423679E-1;-2,036881149E-1;1,872241199E-1;2,948456640E-1
8,819622125E0;-1,224392429E-1;-1,652846932E-1;1,493836194E-1;2,542161753E-1
8,829689125E0;-1,298396289E-1;-1,177859008E-1;1,211093739E-1;2,130711809E-1
8,839755125E0;-8,781609684E-2;-2,978752926E-2;7,836607099E-2;1,214092453E-1
8,849822125E0;-1,070399769E-2;1,214406118E-1;4,423660040E-2;1,296891459E-1
8,859889125E0;6,463873386E-2;3,190601766E-1;4,757492244E-2;3,289999019E-1
8,869956125E0;1,097923592E-1;4,608561993E-1;6,199620664E-2;4,777931856E-1
8,880023125E0;1,344180852E-1;4,515117109E-1;6,214064360E-2;4,751762897E-1
8,890090125E0;1,724115461E-1;2,987671793E-1;4,600188881E-2;3,479996299E-1
8,900157125E0;2,193812728E-1;6,087717414E-2;-7,165159099E-3;2,277839167E-1
8,910223125E0;2,210340351E-1;-1,740908623E-1;-9,361402690E-2;2,965253093E-1
8,920290125E0;1,570698172E-1;-2,280881107E-1;-1,719473749E-1;3,259770137E-1
8,930357125E0;5,574293435E-2;-1,287639141E-1;-2,297089398E-1;2,691720961E-1
8,940424125E0;-2,744039986E-3;1,112389006E-2;-2,326014340E-1;2,328834425E-1
8,950491125E0;4,267796874E-3;8,838272840E-2;-1,731767356E-1;1,944733980E-1
8,960558125E0;3,335267678E-2;8,546609432E-2;-9,554420412E-2;1,324596137E-1
8,970625125E0;4,852284119E-2;1,767239906E-2;-4,429699481E-2;6,803678089E-2
8,980691125E0;4,608977586E-2;-9,651781619E-2;-4,949229211E-2;1,178534822E-1
8,990758125E0;3,502593935E-2;-2,500429153E-1;-8,739706129E-2;2,671825635E-1
9,000825125E0;1,938093640E-2;-3,449212015E-1;-1,685569733E-1;3,843926497E-1
9,010892125E0;2,050026320E-2;-3,467372060E-1;-2,720074654E-1;4,411745822E-1
9,020959125E0;3,632868454E-2;-2,880866528E-1;-3,583784997E-1;4,612470508E-1
9,031026125E0;3,120849095E-2;-1,929489225E-1;-4,179552794E-1;4,613999048E-1
9,041092125E0;-1,001541968E-2;-7,689661533E-2;-4,483287632E-1;4,549857998E-1
9,051159125E0;-6,277530640E-2;8,882205933E-3;-4,454187453E-1;4,499083144E-1
9,061226125E0;-7,468758523E-2;4,403134063E-2;-4,211424887E-1;4,299744064E-1
9,071293125E0;-5,163526535E-2;4,119826853E-2;-3,931273520E-1;3,986384488E-1
9,081360125E0;-2,842421830E-2;2,908406779E-3;-3,838558495E-1;3,849177941E-1
9,091427125E0;-1,221781783E-2;-9,317471087E-2;-4,145325124E-1;4,250505919E-1
9,101494125E0;2,537072636E-2;-1,948915869E-1;-4,710202515E-1;5,103787630E-1
9,111560125E0;7,141278684E-2;-2,105770856E-1;-5,475887656E-1;5,910126491E-1
9,121627125E0;7,275220752E-2;-1,817729324E-1;-6,639705896E-1;6,922363950E-1
9,131694125E0;1,051013730E-2;-2,147314250E-1;-9,126781225E-1;9,376574018E-1
9,141761125E0;-2,952082828E-2;-3,016062677E-1;-1,065468550E0;1,107727877E0
9,151828125E0;-4,496609792E-2;-4,368194640E-1;-1,170708895E0;1,250356953E0
9,161895125E0;-4,356364161E-2;-5,500251651E-1;-1,307204247E0;1,418875757E0
9,171962125E0;-3,521995991E-2;-6,317674518E-1;-1,482105017E0;1,611522832E0
9,182028125E0;-4,847367480E-2;-6,530453563E-1;-1,697161555E0;1,819113872E0
9,192095125E0;-9,000194073E-2;-5,911095738E-1;-1,942705750E0;2,032637821E0
9,202162125E0;-1,699295789E-1;-5,221722126E-1;-2,151124239E0;2,220107063E0
9,212229125E0;-3,039006889E-1;-3,242886961E-1;-2,272943974E0;2,315986419E0
9,222296125E0;-4,434126616E-1;-1,101653576E-1;-2,259095669E0;2,304835013E0
9,232363125E0;-5,157576799E-1;2,723645419E-3;-2,102507114E0;2,164844006E0
9,242430125E0;-4,795883298E-1;3,633552417E-2;-1,848487258E0;1,910034130E0
9,252496125E0;-3,416469693E-1;1,365204994E-2;-1,573463321E0;1,610185037E0
9,262563125E0;-1,570615917E-1;-5,759159848E-2;-1,345298648E0;1,355659835E0
9,272630125E0;1,351627428E-2;-1,098121926E-1;-1,214064479E0;1,219095553E0
9,282697125E0;1,444204152E-1;-1,156314015E-1;-1,200114131E0;1,214290659E0
9,292764125E0;2,426425964E-1;-5,045079440E-2;-1,333879352E0;1,356707351E0
9,302831125E0;3,378934264E-1;1,144641936E-1;-1,565058947E0;1,605205135E0
9,312898125E0;4,587263465E-1;3,177241087E-1;-1,810639620E0;1,894675250E0
9,322964125E0;5,604729652E-1;5,210222602E-1;-2,037456512E0;2,176424403E0
9,333031125E0;5,736575127E-1;7,329792380E-1;-2,234183550E0;2,420313542E0
9,343098125E0;4,961812198E-1;8,581879735E-1;-2,366871357E0;2,566079192E0
9,353165125E0;3,583317399E-1;8,416103125E-1;-2,418462753E0;2,585666576E0
9,363232125E0;1,677120775E-1;7,288227677E-1;-2,394011259E0;2,508106831E0
9,373299125E0;-5,257181451E-2;5,972011089E-1;-2,315219402E0;2,391579779E0
9,383365125E0;-2,589185536E-1;5,318033695E-1;-2,250964403E0;2,327379296E0
9,393432125E0;-3,783863783E-1;4,382624924E-1;-2,215302944E0;2,289719939E0
9,403499125E0;-3,713851571E-1;2,995176017E-1;-2,210539579E0;2,261442672E0
9,413566125E0;-2,261683047E-1;7,146152109E-2;-2,248914957E0;2,261388364E0
9,423633125E0;7,029722910E-3;-2,073402405E-1;-2,317990780E0;2,327256034E0
9,433700125E0;2,491097301E-1;-4,716552496E-1;-2,412290812E0;2,470558903E0
9,443767125E0;4,495300949E-1;-6,313785315E-1;-2,535742760E0;2,651548133E0
