"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
1,576575500E1;-1,521954060E0;-9,339963794E-1;-1,793856472E-1;1,794678970E0
1,577582200E1;-1,459070444E0;-1,074549794E0;-1,207625493E-1;1,816074727E0
1,578588800E1;-1,433408499E0;-1,231160760E0;-1,113878861E-1;1,892834912E0
1,579595512E1;-1,455537319E0;-1,339622736E0;-1,166297868E-1;1,981610575E0
1,580602213E1;-1,539251685E0;-1,361275077E0;-1,094794124E-1;2,057753952E0
1,581608913E1;-1,636071920E0;-1,270283103E0;-3,226718307E-2;2,071567441E0
1,582615612E1;-1,749971509E0;-1,150490761E0;9,621280432E-2;2,096493782E0
1,583622313E1;-1,891891360E0;-1,097395062E0;1,836869866E-1;2,194827955E0
1,584629013E1;-2,038261414E0;-1,013672233E0;2,399874032E-1;2,289024888E0
1,585635712E1;-2,103014231E0;-7,134420872E-1;2,805169523E-1;2,238382949E0
1,586642313E1;-1,992542624E0;-6,575014591E-1;3,157061040E-1;2,121839915E0
1,587649012E1;-1,858788252E0;-6,682689190E-1;3,106216192E-1;1,999540673E0
1,588655713E1;-1,733435869E0;-6,765497327E-1;2,966988683E-1;1,884290230E0
1,589662413E1;-1,592705727E0;-6,361927390E-1;3,541981280E-1;1,751259275E0
1,590669112E1;-1,603560209E0;-5,368999839E-1;4,027318358E-1;1,738349755E0
1,591675812E1;-1,735516667E0;-5,428223014E-1;3,521133959E-1;1,852203552E0
1,592682513E1;-1,848772645E0;-5,928295851E-1;2,455045581E-1;1,956956744E0
1,593689113E1;-1,928709269E0;-6,005375385E-1;6,807731837E-2;2,021187596E0
1,594695813E1;-1,917364597E0;-6,939092875E-1;-9,938954562E-2;2,041488521E0
1,595702512E1;-1,852578163E0;-7,492955327E-1;-2,306452990E-1;2,011637865E0
1,596709213E1;-1,771491170E0;-7,506851554E-1;-3,150548935E-1;1,949607333E0
1,597715913E1;-1,708929896E0;-7,532042265E-1;-3,030432165E-1;1,891981287E0
1,598722612E1;-1,673623085E0;-7,548967600E-1;-2,325150669E-1;1,850661127E0
1,599729312E1;-1,655685544E0;-7,993851304E-1;-1,498531997E-1;1,844659098E0
1,600735912E1;-1,675507665E0;-7,984391451E-1;-1,025087014E-1;1,858854227E0
1,601742613E1;-1,704224467E0;-9,012129307E-1;-1,212690771E-1;1,931650064E0
1,602749313E1;-1,705703020E0;-1,066463828E0;-1,826248318E-1;2,019930622E0
1,603756012E1;-1,668946624E0;-1,163728237E0;-2,101800293E-1;2,045439290E0
1,604762712E1;-1,680164099E0;-1,114406109E0;-2,187780440E-1;2,027983286E0
1,605769413E1;-1,644268394E0;-8,597624302E-1;-1,793158650E-1;1,864125577E0
1,606776112E1;-1,499736190E0;-5,881207585E-1;-1,400224566E-1;1,617003696E0
1,607782713E1;-1,365885377E0;-3,081628978E-1;-1,616310775E-1;1,409514753E0
1,608789412E1;-1,313200116E0;-3,125557005E-1;-2,187636197E-1;1,367495204E0
1,609796112E1;-1,360783696E0;-5,587883592E-1;-3,193749189E-1;1,505316258E0
1,610802813E1;-1,463258266E0;-8,497446179E-1;-4,154507220E-1;1,742351851E0
1,611809512E1;-1,567952991E0;-1,067073464E0;-4,798217416E-1;1,956361741E0
1,612816212E1;-1,649451256E0;-1,090381861E0;-4,898099303E-1;2,037040946E0
1,613822913E1;-1,707510829E0;-9,704360962E-1;-3,770711124E-1;1,999880514E0
1,614829513E1;-1,719482064E0;-8,493166566E-1;-1,422726363E-1;1,923070164E0
1,615836213E1;-1,730794430E0;-7,647532821E-1;3,679192439E-2;1,892577762E0
1,616842912E1;-1,770205617E0;-8,338070512E-1;7,540367544E-2;1,958200153E0
1,617849612E1;-1,840255618E0;-1,003450751E0;4,108454101E-3;2,096060836E0
1,618856313E1;-1,934655786E0;-1,142118335E0;-1,430887133E-1;2,251177843E0
1,619863012E1;-2,041616201E0;-1,152529478E0;-2,771775424E-1;2,360793998E0
1,620869712E1;-2,253630161E0;-9,782567024E-1;-3,275729716E-1;2,478535683E0
1,621876312E1;-2,413576365E0;-8,875294328E-1;-2,287345380E-1;2,581739501E0
1,622883012E1;-2,423994541E0;-9,256346822E-1;1,838560775E-2;2,594780748E0
1,623889713E1;-2,344789028E0;-1,016358137E0;1,524371505E-1;2,560128226E0
1,624896412E1;-2,257612228E0;-1,098459005E0;9,134141356E-2;2,512323310E0
1,625903112E1;-2,228040218E0;-1,109618187E0;-1,535511613E-1;2,493791029E0
1,626909813E1;-2,215856075E0;-1,074962378E0;-3,995569050E-1;2,495036669E0
1,627916513E1;-2,157046080E0;-8,928325176E-1;-5,059187412E-1;2,388713350E0
1,628923113E1;-2,042417765E0;-6,134197712E-1;-5,124992728E-1;2,193264609E0
1,629929812E1;-1,877965093E0;-4,203485548E-1;-4,480723441E-1;1,975908556E0
1,630936512E1;-1,708945155E0;-3,796346784E-1;-2,879092991E-1;1,774121697E0
1,631943213E1;-1,574149013E0;-4,197999537E-1;-8,068631589E-2;1,631161364E0
1,632949913E1;-1,475341797E0;-4,769280553E-1;2,631938457E-2;1,550737404E0
1,633956612E1;-1,389422417E0;-6,638579965E-1;-3,787318245E-2;1,540336479E0
1,634963313E1;-1,321436405E0;-8,302831054E-1;-1,781972796E-1;1,570770027E0
1,635969912E1;-1,300719261E0;-8,034807444E-1;-2,591920197E-1;1,550687720E0
1,636976613E1;-1,333645701E0;-6,881286502E-1;-2,717609406E-1;1,525118325E0
1,637983313E1;-1,380513549E0;-6,814957857E-1;-2,249361873E-1;1,555908240E0
1,638990012E1;-1,439466119E0;-7,836532593E-1;-1,409495026E-1;1,645005137E0
1,639996713E1;-1,449703097E0;-8,526751995E-1;5,071881227E-3;1,681879838E0
1,641003413E1;-1,359598279E0;-9,525525570E-1;8,280017972E-2;1,662143112E0
1,642010112E1;-1,196371555E0;-9,730117321E-1;8,166034520E-2;1,544255530E0
1,643016712E1;-1,057397962E0;-8,788597584E-1;2,369567379E-2;1,375153231E0
1,644023412E1;-9,598035216E-1;-8,039128184E-1;-3,603610024E-2;1,252516355E0
1,645030113E1;-8,913166523E-1;-7,257976532E-1;-5,828695372E-2;1,150923532E0
1,646036813E1;-8,726771474E-1;-6,281219125E-1;-7,830859721E-2;1,078069931E0
1,647043512E1;-8,989871144E-1;-5,973356962E-1;-1,019649282E-1;1,084151563E0
1,648050213E1;-9,478393197E-1;-6,098394990E-1;-1,136679277E-1;1,132794769E0
1,649056913E1;-9,897824526E-1;-7,047078609E-1;-1,056341231E-1;1,219606921E0
1,650063513E1;-1,001895189E0;-9,029828310E-1;-1,125306487E-1;1,353453032E0
1,651070213E1;-1,015907526E0;-1,044841766E0;-1,876258701E-1;1,469341991E0
1,652076912E1;-1,066255331E0;-1,172239900E0;-3,623420000E-1;1,625527157E0
1,653083613E1;-1,124331713E0;-1,269930840E0;-5,323109031E-1;1,777695428E0
1,654090313E1;-9,977143407E-1;-1,301104426E0;-5,477074385E-1;1,728667137E0
1,655097012E1;-8,504539728E-1;-1,358500123E0;-4,424927235E-1;1,662706936E0
1,656103712E1;-7,728379965E-1;-1,336476564E0;-3,384334445E-1;1,580501620E0
1,657110312E1;-7,458308935E-1;-1,287682176E0;-2,796815038E-1;1,514136999E0
1,658117013E1;-7,556661963E-1;-1,199450612E0;-1,825658679E-1;1,429350715E0
1,659123713E1;-7,917905450E-1;-1,031911492E0;-3,641719371E-2;1,301191687E0
1,660130412E1;-8,028396964E-1;-9,349013567E-1;1,210989356E-1;1,238247583E0
1,661137113E1;-7,421591282E-1;-7,405700684E-1;2,300540805E-1;1,073391391E0
1,662143813E1;-5,888375044E-1;-7,071862817E-1;3,097440898E-1;9,709703625E-1
1,663150512E1;-4,362722635E-1;-9,098097086E-1;2,930321991E-1;1,050692659E0
1,664157113E1;-3,865305483E-1;-1,066148758E0;1,876871437E-1;1,149480536E0
1,665163812E1;-4,409816861E-1;-1,175181746E0;8,728525788E-2;1,258227206E0
1,666170513E1;-5,706339478E-1;-1,346626163E0;5,621042848E-2;1,463620421E0
1,667177213E1;-7,821039557E-1;-1,435253024E0;8,493524790E-2;1,636719841E0
1,668183912E1;-1,033633351E0;-1,455459237E0;1,954984963E-1;1,795822697E0
1,669190612E1;-1,242256880E0;-1,375654936E0;2,907847464E-1;1,876215453E0
1,670197313E1;-1,341362476E0;-1,415124774E0;3,104271591E-1;1,974385079E0
1,671203913E1;-1,314523935E0;-1,616795182E0;2,250697613E-1;2,095866464E0
1,672210613E1;-1,208332777E0;-1,722064614E0;5,718275532E-2;2,104482004E0
1,673217312E1;-1,040540457E0;-1,804619431E0;-1,241076291E-1;2,086810590E0
1,674224012E1;-8,342477083E-1;-1,847954631E0;-2,837758660E-1;2,047299269E0
1,675230713E1;-6,370766163E-1;-1,846133471E0;-3,864917457E-1;1,990841851E0
1,676237412E1;-4,721289575E-1;-1,822789192E0;-4,589531720E-1;1,938067131E0
1,677244112E1;-3,843997419E-1;-1,722467303E0;-5,262746215E-1;1,841635618E0
1,678250712E1;-3,708131015E-1;-1,586351752E0;-5,364665389E-1;1,715170716E0
1,679257412E1;-4,442625940E-1;-1,358404994E0;-4,458226264E-1;1,497127648E0
1,680264163E1;-5,669786334E-1;-1,211728692E0;-3,018058240E-1;1,371436455E0
1,681270863E1;-6,862357855E-1;-1,166870117E0;-1,839902699E-1;1,366147080E0
1,682277562E1;-7,882444263E-1;-1,143645406E0;-1,023247093E-1;1,392739902E0
1,683284262E1;-8,705821037E-1;-1,208059788E0;-3,608786315E-2;1,489504610E0
1,684290862E1;-9,601194263E-1;-1,322319269E0;2,294945065E-3;1,634124484E0
1,685297563E1;-1,072172761E0;-1,392008901E0;2,834859677E-2;1,757283942E0
1,686304263E1;-1,196295500E0;-1,414162397E0;6,700970978E-2;1,853501689E0
1,687310962E1;-1,309906960E0;-1,487201571E0;9,516610205E-2;1,984107191E0
1,688317662E1;-1,435692906E0;-1,538715124E0;9,382440150E-2;2,106575746E0
1,689324363E1;-1,566732168E0;-1,445781589E0;9,922059625E-2;2,134192778E0
1,690331062E1;-1,660019755E0;-1,276279092E0;9,448389709E-2;2,096063242E0
1,691337663E1;-1,683765173E0;-9,954389930E-1;8,953750134E-2;1,958055390E0
1,692344362E1;-1,622896671E0;-7,669696212E-1;1,026684791E-1;1,797936824E0
1,693351063E1;-1,480450749E0;-7,313983440E-1;1,244226247E-1;1,655946542E0
1,694357763E1;-1,309108019E0;-7,901806831E-1;9,251636267E-2;1,531897057E0
1,695364462E1;-1,163490415E0;-9,636169076E-1;-2,130894735E-2;1,510867817E0
1,696371162E1;-1,042520285E0;-1,139681935E0;-1,236169413E-1;1,549517540E0
1,697377863E1;-9,179006219E-1;-1,221310854E0;-1,305076778E-1;1,533353843E0
1,698384463E1;-8,174594641E-1;-1,182666540E0;-8,112867177E-2;1,439972910E0
1,699391163E1;-7,539728880E-1;-1,169986844E0;-2,114075050E-2;1,392045711E0
1,700397862E1;-7,629642487E-1;-1,174474359E0;2,926063724E-2;1,400842835E0
1,701404562E1;-8,525096178E-1;-1,182711363E0;4,021808505E-3;1,457942040E0
1,702411263E1;-9,993254542E-1;-1,260977864E0;-1,058658063E-1;1,612428016E0
1,703417962E1;-1,172475696E0;-1,379935741E0;-2,569285631E-1;1,828916125E0
1,704424662E1;-1,344082594E0;-1,546513796E0;-3,949135840E-1;2,086676707E0
1,705431262E1;-1,486357689E0;-1,769653916E0;-4,281028211E-1;2,350362991E0
1,706437962E1;-1,622725487E0;-1,897224665E0;-3,773775995E-1;2,524898669E0
1,707444663E1;-1,715568066E0;-1,914273620E0;-3,228882849E-1;2,590728493E0
1,708451362E1;-1,735679269E0;-1,943347096E0;-3,151065409E-1;2,624589986E0
1,709458062E1;-1,666520119E0;-1,948661327E0;-3,400700092E-1;2,586545551E0
1,710464763E1;-1,553925157E0;-1,900418997E0;-3,888287842E-1;2,485450378E0
1,711471362E1;-1,436232567E0;-1,784153700E0;-4,572078288E-1;2,335595729E0
1,712478063E1;-1,345275521E0;-1,611041903E0;-5,320628881E-1;2,165251293E0
1,713484762E1;-1,288968801E0;-1,448593140E0;-5,883812308E-1;2,026340329E0
1,714491462E1;-1,248835564E0;-1,305427194E0;-6,229554415E-1;1,910969363E0
1,715498163E1;-1,226457119E0;-1,227047920E0;-6,483060718E-1;1,852064909E0
1,716504863E1;-1,251222610E0;-1,296512723E0;-6,922162771E-1;1,930198600E0
1,717511562E1;-1,285832047E0;-1,435350060E0;-7,102863193E-1;2,053801477E0
1,718518162E1;-1,360646129E0;-1,507465005E0;-7,040523887E-1;2,149301839E0
1,719524862E1;-1,461758614E0;-1,561200023E0;-6,967527866E-1;2,249343949E0
1,720531563E1;-1,586267829E0;-1,574154139E0;-6,742981076E-1;2,334284647E0
1,721538262E1;-1,737909555E0;-1,492403150E0;-6,682831049E-1;2,386252102E0
1,722544962E1;-1,842511058E0;-1,351869702E0;-6,911966801E-1;2,387499014E0
1,723551663E1;-1,895393252E0;-1,243864536E0;-7,283758521E-1;2,381227824E0
1,724558363E1;-1,884730220E0;-1,249359488E0;-8,001568317E-1;2,398615869E0
1,725564963E1;-1,833408117E0;-1,324107409E0;-9,155638218E-1;2,439857140E0
1,726571662E1;-1,781391501E0;-1,370445609E0;-1,008983254E0;2,463640407E0
1,727578362E1;-1,752224684E0;-1,324586272E0;-1,004165292E0;2,415195244E0
1,728585063E1;-1,726630569E0;-1,273509860E0;-9,289869070E-1;2,337968596E0
1,729591763E1;-1,744969964E0;-1,235636950E0;-8,926032186E-1;2,316993602E0
1,730598462E1;-1,803762197E0;-1,241283655E0;-1,000137091E0;2,407201150E0
1,731605062E1;-1,875628829E0;-1,202166200E0;-1,118318439E0;2,492754141E0
1,732611762E1;-1,949290514E0;-1,191313624E0;-1,189492464E0;2,575626910E0
1,733618463E1;-2,042372942E0;-1,272620082E0;-1,237398982E0;2,705920425E0
1,734625163E1;-2,106965780E0;-1,436048388E0;-1,255100846E0;2,841974297E0
1,735631862E1;-2,095761538E0;-1,541715503E0;-1,199162483E0;2,864802572E0
1,736638563E1;-2,009828568E0;-1,574918389E0;-1,076034188E0;2,770853366E0
1,737645263E1;-1,922191024E0;-1,532909155E0;-9,806607962E-1;2,646946242E0
1,738651863E1;-1,866187096E0;-1,429564118E0;-8,866949081E-1;2,512476011E0
1,739658562E1;-1,853168845E0;-1,452575684E0;-8,342940211E-1;2,498050720E0
1,740665262E1;-1,978942275E0;-1,521617889E0;-8,538472056E-1;2,638292740E0
1,741671963E1;-2,169070244E0;-1,576612592E0;-9,752703905E-1;2,853370870E0
1,742678663E1;-2,285549402E0;-1,616268039E0;-1,115808129E0;3,013484067E0
1,743685362E1;-2,267824411E0;-1,599686503E0;-1,136523843E0;2,998951636E0
1,744691962E1;-2,133807898E0;-1,514845848E0;-1,071570396E0;2,827747726E0
1,745698662E1;-1,960744619E0;-1,408899784E0;-9,974897504E-1;2,612375139E0
1,746705363E1;-1,758375883E0;-1,285616398E0;-8,808118701E-1;2,349579711E0
1,747712063E1;-1,504918456E0;-1,228155971E0;-7,352734208E-1;2,076962602E0
1,748718762E1;-1,256196856E0;-1,265932322E0;-6,488839388E-1;1,897805457E0
1,749725463E1;-1,098521471E0;-1,387949347E0;-6,236966848E-1;1,876739291E0
1,750732163E1;-1,058268547E0;-1,520225286E0;-5,939396024E-1;1,945194461E0
1,751738763E1;-1,130635023E0;-1,651116610E0;-6,131583452E-1;2,092960767E0
1,752745463E1;-1,261930943E0;-1,753292561E0;-6,449351907E-1;2,254428066E0
1,753752162E1;-1,417442203E0;-1,802402616E0;-6,224589348E-1;2,375974055E0
1,754758863E1;-1,585232258E0;-1,820714235E0;-5,522420406E-1;2,476475905E0
1,755765563E1;-1,701608896E0;-1,793818593E0;-4,467438161E-1;2,512536172E0
1,756772262E1;-1,743080735E0;-1,717051864E0;-3,668298125E-1;2,474098152E0
1,757778862E1;-1,721366763E0;-1,724825501E0;-3,925748169E-1;2,468246651E0
1,758785562E1;-1,639812231E0;-1,746765614E0;-4,547465742E-1;2,438640750E0
1,759792263E1;-1,514743090E0;-1,779732943E0;-5,059095621E-1;2,391200631E0
1,760798963E1;-1,382086515E0;-1,878135085E0;-5,167403817E-1;2,388425246E0
1,761805662E1;-1,309325099E0;-1,996712804E0;-4,710131288E-1;2,433731210E0
1,762812363E1;-1,358273387E0;-2,090334892E0;-4,840863347E-1;2,539438153E0
1,763819063E1;-1,477371573E0;-2,155980587E0;-5,601090789E-1;2,672938690E0
1,764825663E1;-1,625902534E0;-2,196075439E0;-6,028943658E-1;2,798175834E0
1,765832363E1;-1,800078988E0;-2,198240042E0;-5,972533822E-1;2,903317972E0
1,766839062E1;-1,950264454E0;-2,157184839E0;-5,204627514E-1;2,954295068E0
1,767845763E1;-2,063440084E0;-2,091231823E0;-4,224312305E-1;2,968077436E0
1,768852463E1;-2,108092785E0;-2,026770115E0;-3,677735925E-1;2,947390321E0
1,769859162E1;-2,021613598E0;-1,931039691E0;-2,799843252E-1;2,809666715E0
1,770865862E1;-1,842704654E0;-1,816619635E0;-1,776140183E-1;2,593687352E0
1,771872462E1;-1,604085803E0;-1,797474504E0;-8,134091645E-2;2,410523221E0
1,772879163E1;-1,388605475E0;-1,769207716E0;-4,911107197E-2;2,249607300E0
1,773885863E1;-1,215964675E0;-1,743956923E0;-1,014294773E-1;2,128436934E0
1,774892562E1;-1,079553843E0;-1,644738436E0;-1,424962282E-1;1,972538009E0
1,775899262E1;-9,868180156E-1;-1,494643807E0;-1,169836000E-1;1,794841238E0
1,776905963E1;-9,878584743E-1;-1,372236729E0;-6,887785345E-2;1,692229938E0
1,777912662E1;-1,074266315E0;-1,166856289E0;-3,233150393E-2;1,586394352E0
1,778919263E1;-1,202648163E0;-9,641433954E-1;3,536871448E-2;1,541812582E0
1,779925942E1;-1,308674097E0;-9,436241388E-1;1,250542849E-1;1,618237616E0
1,780932642E1;-1,361255765E0;-1,024384022E0;1,706697047E-1;1,712164720E0
1,781939342E1;-1,324712753E0;-1,149249911E0;1,127598509E-1;1,757371338E0
1,782946042E1;-1,197666168E0;-1,223139286E0;5,043468997E-2;1,712605507E0
1,783952742E1;-1,071995735E0;-1,241167545E0;1,809454709E-2;1,640121686E0
1,784959342E1;-1,035539985E0;-1,184060216E0;4,397643730E-3;1,573010170E0
1,785966042E1;-1,065114975E0;-1,101049900E0;3,649906814E-2;1,532355368E0
1,786972742E1;-1,125945568E0;-9,803981781E-1;1,247881800E-1;1,498167581E0
1,787979442E1;-1,203429341E0;-8,866130710E-1;1,975306123E-1;1,507761009E0
1,788986142E1;-1,249106884E0;-9,379758835E-1;2,525339425E-1;1,582352729E0
1,789992842E1;-1,274481535E0;-1,062574744E0;2,696545422E-1;1,681095429E0
1,790999442E1;-1,284838676E0;-1,230954647E0;2,380918264E-1;1,795201238E0
1,792006142E1;-1,272210121E0;-1,292655826E0;2,388175875E-1;1,829347292E0
1,793012842E1;-1,233919263E0;-1,305326581E0;2,841280997E-1;1,818560697E0
1,794019542E1;-1,205791116E0;-1,315184951E0;3,047779799E-1;1,810119689E0
1,795026242E1;-1,174749494E0;-1,325765252E0;3,003962636E-1;1,796643479E0
1,796032942E1;-1,134636402E0;-1,352146745E0;3,179340661E-1;1,793539142E0
1,797039642E1;-1,111763120E0;-1,339736700E0;3,223674297E-1;1,770545797E0
1,798046242E1;-1,085642457E0;-1,341574430E0;2,931818962E-1;1,750541951E0
1,799052942E1;-1,035395503E0;-1,345352054E0;2,701447308E-1;1,719009648E0
1,800059642E1;-9,514351487E-1;-1,331762314E0;2,664715350E-1;1,658260167E0
1,801066342E1;-8,255072832E-1;-1,264674664E0;2,804776430E-1;1,536076817E0
1,802073042E1;-7,237427831E-1;-1,094813108E0;2,644565105E-1;1,338789231E0
1,803079742E1;-6,691245437E-1;-9,246309996E-1;2,273480147E-1;1,163768560E0
1,804086442E1;-6,568288803E-1;-8,171638846E-1;2,141478211E-1;1,070065550E0
1,805093042E1;-6,993643641E-1;-7,740371823E-1;2,050129175E-1;1,063143626E0
1,806099742E1;-7,879138589E-1;-7,767490149E-1;1,779162735E-1;1,120625487E0
1,807106442E1;-8,696180582E-1;-7,692756653E-1;2,032056451E-1;1,178691287E0
1,808113142E1;-9,254025817E-1;-7,915844917E-1;2,990952134E-1;1,253967261E0
1,809119842E1;-8,938547373E-1;-8,378265500E-1;4,353318810E-1;1,300170553E0
1,810126542E1;-7,726880908E-1;-8,336933851E-1;5,343872309E-1;1,256049863E0
1,811133142E1;-5,970196128E-1;-8,161402345E-1;5,680213571E-1;1,159812727E0
1,812139842E1;-4,621131122E-1;-8,289887309E-1;5,381589532E-1;1,091048076E0
1,813146542E1;-4,391718507E-1;-8,911319971E-1;4,440894723E-1;1,088211197E0
1,814153242E1;-5,189806223E-1;-9,930405617E-1;3,404996395E-1;1,171072350E0
1,815159942E1;-6,719526052E-1;-1,127226114E0;2,550305426E-1;1,336861846E0
1,816166642E1;-8,856939673E-1;-1,180045247E0;2,285803556E-1;1,493053773E0
1,817173342E1;-1,036971331E0;-1,116662025E0;3,119122684E-1;1,555484774E0
1,818179942E1;-1,065198302E0;-1,038867235E0;4,169861674E-1;1,545241088E0
1,819186642E1;-9,892164469E-1;-9,840764403E-1;4,255921543E-1;1,458795497E0
1,820193342E1;-8,594078422E-1;-1,041070700E0;3,650641143E-1;1,398456953E0
1,821200042E1;-7,529173493E-1;-1,062024117E0;2,717051506E-1;1,329888510E0
1,822206742E1;-7,297139764E-1;-1,084468126E0;1,744304597E-1;1,318703754E0
1,823213442E1;-7,615094185E-1;-1,201672316E0;1,504966319E-1;1,430581065E0
1,824220042E1;-7,990890741E-1;-1,297778845E0;2,346428782E-1;1,542021582E0
1,825226742E1;-8,006986976E-1;-1,268812180E0;3,921012282E-1;1,550724387E0
1,826233442E1;-7,642455101E-1;-1,106138706E0;5,298701525E-1;1,445121592E0
1,827240142E1;-7,156406641E-1;-9,248424172E-1;5,654228330E-1;1,298914176E0
1,828246842E1;-6,857914925E-1;-8,276441693E-1;5,039802790E-1;1,187139825E0
1,829253542E1;-7,071505785E-1;-7,740488648E-1;4,120210707E-1;1,126487882E0
1,830260242E1;-7,820951939E-1;-7,132829428E-1;3,456392884E-1;1,113513344E0
1,831266842E1;-8,449695110E-1;-7,171849608E-1;2,922511697E-1;1,146184317E0
1,832273542E1;-8,898664117E-1;-8,503667712E-1;2,184988111E-1;1,250091039E0
1,833280242E1;-9,021814466E-1;-1,019166946E0;1,093488932E-1;1,365499838E0
1,834286942E1;-8,597230911E-1;-1,102235913E0;1,420537103E-2;1,397944775E0
1,835293642E1;-7,540062666E-1;-9,736205339E-1;-1,160971448E-2;1,231502001E0
1,836300342E1;-6,195885539E-1;-7,087444663E-1;5,023318902E-2;9,427258710E-1
1,837306942E1;-5,513339043E-1;-4,972602129E-1;1,781240404E-1;7,635214254E-1
1,838313642E1;-5,995405316E-1;-3,859389126E-1;3,286931515E-1;7,851349446E-1
1,839320342E1;-7,403237224E-1;-3,295685947E-1;4,496906698E-1;9,267774118E-1
1,840327042E1;-9,130707383E-1;-2,737415135E-1;5,485183001E-1;1,099774938E0
1,841333742E1;-1,066021085E0;-2,428483069E-1;6,102064252E-1;1,252089507E0
1,842340442E1;-1,174254417E0;-2,513335645E-1;6,127586365E-1;1,348152493E0
1,843347042E1;-1,244739771E0;-2,141505182E-1;6,005829573E-1;1,398548330E0
1,844353742E1;-1,244406223E0;-1,013367847E-1;5,962764621E-1;1,383604572E0
1,845360442E1;-1,153357029E0;8,123396896E-3;6,185990572E-1;1,308802208E0
1,846367142E1;-1,035007596E0;1,714389026E-2;6,321094036E-1;1,212887849E0
1,847373842E1;-9,323102832E-1;-8,766028285E-2;6,441444755E-1;1,136577712E0
1,848380542E1;-8,766422272E-1;-1,662581265E-1;6,390079260E-1;1,097485530E0
1,849387242E1;-8,451148868E-1;-2,745065689E-1;6,309548020E-1;1,089805942E0
1,850393842E1;-8,401148915E-1;-2,866033912E-1;6,220719218E-1;1,083931737E0
1,851400542E1;-8,508535624E-1;-2,713117898E-1;6,350471377E-1;1,095831529E0
1,852407242E1;-8,696458936E-1;-3,040260673E-1;6,791312695E-1;1,144523967E0
1,853413942E1;-8,639200926E-1;-3,000427783E-1;7,388254404E-1;1,175689851E0
1,854420642E1;-8,045414090E-1;-2,161636353E-1;7,602438927E-1;1,127822846E0
1,855427342E1;-6,977220178E-1;-1,081042737E-1;6,938065886E-1;9,898838975E-1
1,856433942E1;-5,547067523E-1;-2,425439507E-1;6,015438437E-1;8,534530714E-1
1,857440642E1;-4,131940603E-1;-5,622380972E-1;5,516069531E-1;8,894443435E-1
1,858447342E1;-3,210595846E-1;-9,426394701E-1;5,688451529E-1;1,146836185E0
1,859454042E1;-2,822770178E-1;-1,277155042E0;6,547584534E-1;1,462707745E0
1,860460742E1;-2,905158699E-1;-1,575644493E0;7,482459545E-1;1,768311920E0
1,861467442E1;-3,403577507E-1;-1,856674671E0;7,953737974E-1;2,048341698E0
1,862474142E1;-4,006619751E-1;-2,042961597E0;7,944853902E-1;2,228324290E0
1,863480742E1;-7,638005018E-1;-9,744474888E-1;5,531764030E-1;1,356076417E0
1,864487442E1;-9,758802652E-1;-3,558692336E-1;2,930291295E-1;1,079282759E0
1,865494142E1;-1,098788381E0;3,681496978E-1;2,253399417E-2;1,159041797E0
1,866500842E1;-1,027592897E0;7,136343122E-1;-1,893401891E-1;1,265334265E0
1,867507542E1;-8,024433851E-1;8,054111004E-1;-2,615206540E-1;1,166617109E0
1,868514242E1;-4,890677631E-1;8,505797386E-1;-2,502189875E-1;1,012562448E0
1,869520842E1;-1,497709006E-1;9,810155630E-1;-2,219215482E-1;1,016893323E0
1,870527542E1;1,488834321E-1;1,195978403E0;-2,062128931E-1;1,222724161E0
1,871534242E1;3,573213220E-1;1,377125263E0;-1,662236750E-1;1,432404562E0
1,872540942E1;4,418034554E-1;1,364873171E0;-1,148115098E-1;1,439184056E0
1,873547642E1;3,925365806E-1;1,116444111E0;-7,760795206E-2;1,185982889E0
1,874554342E1;2,334387600E-1;6,532118320E-1;-1,024633870E-1;7,011976169E-1
1,875560942E1;-3,670058399E-2;3,554619253E-1;-1,917677075E-1;4,055551341E-1
1,876567642E1;-3,171995878E-1;2,137236595E-1;-2,317025512E-1;4,471906231E-1
1,877574342E1;-5,428014994E-1;2,061225846E-2;-1,130278260E-1;5,548275609E-1
1,878581042E1;-7,208202481E-1;-2,543647885E-1;1,465017051E-1;7,782968748E-1
1,879587742E1;-8,429600000E-1;-4,210501611E-1;4,594689310E-1;1,048320799E0
1,880594354E1;-8,895279765E-1;-5,785806775E-1;8,031324744E-1;1,330803289E0
1,881601054E1;-9,121752381E-1;-7,762109041E-1;1,093957424E0;1,622131277E0
1,882607654E1;-9,612524509E-1;-9,756016731E-1;1,262642026E0;1,862812332E0
1,883614354E1;-1,031089067E0;-1,215709805E0;1,323497415E0;2,071892952E0
1,884621054E1;-1,099488974E0;-1,386644721E0;1,284391642E0;2,186623304E0
1,885627754E1;-1,148278117E0;-1,517851233E0;1,145358920E0;2,221319891E0
1,886634454E1;-1,146951199E0;-1,563048005E0;1,050790429E0;2,205170434E0
1,887641154E1;-1,247732878E0;-1,741113782E0;8,605803847E-1;2,308443877E0
1,888647754E1;-1,468081355E0;-1,914594293E0;5,981355309E-1;2,485699154E0
1,889654454E1;-1,772443414E0;-2,066253662E0;3,519598246E-1;2,744965495E0
1,890661154E1;-2,102036238E0;-2,304882526E0;1,496467143E-1;3,123048822E0
1,891667854E1;-2,443314791E0;-2,589526415E0;1,615044475E-2;3,560294237E0
1,892674554E1;-2,811326265E0;-2,878955126E0;-3,569240868E-2;4,024079017E0
